word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all,candidate
acerto,1.0,2.0,33411.0,146142.0,0.2993,0.13685,2.18703,0.45724,3.0,179553.0,0.16708,lulapelobrasil
acervo,2.0,1.0,33411.0,146142.0,0.59861,0.06843,8.74814,0.11431,3.0,179553.0,0.16708,lulapelobrasil
acesse,3.0,18.0,33411.0,146142.0,0.89791,1.23168,0.72901,1.37172,21.0,179553.0,1.16957,lulapelobrasil
acesso,13.0,65.0,33411.0,146142.0,3.89093,4.44773,0.87481,1.1431,78.0,179553.0,4.34412,lulapelobrasil
acha,9.0,46.0,33411.0,146142.0,2.69372,3.14762,0.8558,1.1685,55.0,179553.0,3.06316,lulapelobrasil
acham,25.0,16.0,33411.0,146142.0,7.48257,1.09483,6.83448,0.14632,41.0,179553.0,2.28345,lulapelobrasil
achamos,1.0,2.0,33411.0,146142.0,0.2993,0.13685,2.18703,0.45724,3.0,179553.0,0.16708,lulapelobrasil
achando,6.0,1.0,33411.0,146142.0,1.79582,0.06843,26.24441,0.0381,7.0,179553.0,0.38986,lulapelobrasil
achar,9.0,7.0,33411.0,146142.0,2.69372,0.47899,5.6238,0.17782,16.0,179553.0,0.8911,lulapelobrasil
acharam,29.0,3.0,33411.0,146142.0,8.67978,0.20528,42.28266,0.02365,32.0,179553.0,1.7822,lulapelobrasil
achava,9.0,1.0,33411.0,146142.0,2.69372,0.06843,39.36662,0.0254,10.0,179553.0,0.55694,lulapelobrasil
achavam,5.0,2.0,33411.0,146142.0,1.49651,0.13685,10.93517,0.09145,7.0,179553.0,0.38986,lulapelobrasil
ache,2.0,1.0,33411.0,146142.0,0.59861,0.06843,8.74814,0.11431,3.0,179553.0,0.16708,lulapelobrasil
achei,1.0,9.0,33411.0,146142.0,0.2993,0.61584,0.48601,2.05758,10.0,179553.0,0.55694,lulapelobrasil
acho,36.0,38.0,33411.0,146142.0,10.77489,2.60021,4.14385,0.24132,74.0,179553.0,4.12135,lulapelobrasil
achou,2.0,8.0,33411.0,146142.0,0.59861,0.54741,1.09352,0.91448,10.0,179553.0,0.55694,lulapelobrasil
acidente,1.0,5.0,33411.0,146142.0,0.2993,0.34213,0.87481,1.1431,6.0,179553.0,0.33416,lulapelobrasil
acima,10.0,52.0,33411.0,146142.0,2.99303,3.55818,0.84117,1.18882,62.0,179553.0,3.45302,lulapelobrasil
acompanhar,1.0,21.0,33411.0,146142.0,0.2993,1.43696,0.20829,4.80102,22.0,179553.0,1.22526,lulapelobrasil
acompanhe,70.0,119.0,33411.0,146142.0,20.95118,8.14277,2.57298,0.38865,189.0,179553.0,10.52614,lulapelobrasil
acontece,3.0,29.0,33411.0,146142.0,0.89791,1.98437,0.45249,2.20999,32.0,179553.0,1.7822,lulapelobrasil
acontecendo,18.0,12.0,33411.0,146142.0,5.38745,0.82112,6.5611,0.15241,30.0,179553.0,1.67082,lulapelobrasil
acontecer,7.0,15.0,33411.0,146142.0,2.09512,1.0264,2.04123,0.4899,22.0,179553.0,1.22526,lulapelobrasil
aconteceu,15.0,18.0,33411.0,146142.0,4.48954,1.23168,3.64506,0.27434,33.0,179553.0,1.8379,lulapelobrasil
aconteça,1.0,3.0,33411.0,146142.0,0.2993,0.20528,1.45802,0.68586,4.0,179553.0,0.22278,lulapelobrasil
aconteçam,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
acorda,1.0,3.0,33411.0,146142.0,0.2993,0.20528,1.45802,0.68586,4.0,179553.0,0.22278,lulapelobrasil
acordar,2.0,1.0,33411.0,146142.0,0.59861,0.06843,8.74814,0.11431,3.0,179553.0,0.16708,lulapelobrasil
acordo,7.0,55.0,33411.0,146142.0,2.09512,3.76346,0.5567,1.7963,62.0,179553.0,3.45302,lulapelobrasil
acordou,2.0,2.0,33411.0,146142.0,0.59861,0.13685,4.37407,0.22862,4.0,179553.0,0.22278,lulapelobrasil
acostumado,2.0,1.0,33411.0,146142.0,0.59861,0.06843,8.74814,0.11431,3.0,179553.0,0.16708,lulapelobrasil
acostumando,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
acre,2.0,3.0,33411.0,146142.0,0.59861,0.20528,2.91605,0.34293,5.0,179553.0,0.27847,lulapelobrasil
acredita,6.0,20.0,33411.0,146142.0,1.79582,1.36853,1.31222,0.76207,26.0,179553.0,1.44804,lulapelobrasil
acreditando,3.0,4.0,33411.0,146142.0,0.89791,0.27371,3.28055,0.30483,7.0,179553.0,0.38986,lulapelobrasil
acreditar,11.0,15.0,33411.0,146142.0,3.29233,1.0264,3.20765,0.31175,26.0,179553.0,1.44804,lulapelobrasil
acreditava,3.0,2.0,33411.0,146142.0,0.89791,0.13685,6.5611,0.15241,5.0,179553.0,0.27847,lulapelobrasil
acreditei,1.0,1.0,33411.0,146142.0,0.2993,0.06843,4.37407,0.22862,2.0,179553.0,0.11139,lulapelobrasil
acredito,18.0,53.0,33411.0,146142.0,5.38745,3.62661,1.48553,0.67316,71.0,179553.0,3.95426,lulapelobrasil
