word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all
racismo,6.0,6.0,12571.0,110488.0,0.00048,5e-05,8.78912,0.11378,12.0,123059.0,0.97514
racista,4.0,2.0,12571.0,110488.0,0.00032,2e-05,17.57824,0.05689,6.0,123059.0,0.48757
radical,1.0,15.0,12571.0,110488.0,8e-05,0.00014,0.58594,1.70666,16.0,123059.0,1.30019
radicalizar,4.0,1.0,12571.0,110488.0,0.00032,1e-05,35.15647,0.02844,5.0,123059.0,0.40631
radicalmente,4.0,1.0,12571.0,110488.0,0.00032,1e-05,35.15647,0.02844,5.0,123059.0,0.40631
rafael,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
rainha,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
ranking,2.0,17.0,12571.0,110488.0,0.00016,0.00015,1.03401,0.96711,19.0,123059.0,1.54397
rapidamente,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
rapidez,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
rasgada,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
rasgou,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
razão,3.0,21.0,12571.0,110488.0,0.00024,0.00019,1.25559,0.79644,24.0,123059.0,1.95028
razões,3.0,6.0,12571.0,110488.0,0.00024,5e-05,4.39456,0.22755,9.0,123059.0,0.73136
reafirmar,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
reafirmação,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
reage,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
reagir,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
reais,3.0,30.0,12571.0,110488.0,0.00024,0.00027,0.87891,1.13777,33.0,123059.0,2.68164
real,1.0,26.0,12571.0,110488.0,8e-05,0.00024,0.33804,2.9582,27.0,123059.0,2.19407
realidade,7.0,41.0,12571.0,110488.0,0.00056,0.00037,1.50058,0.66641,48.0,123059.0,3.90057
realidades,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
reação,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
recado,1.0,14.0,12571.0,110488.0,8e-05,0.00013,0.62779,1.59288,15.0,123059.0,1.21893
recados,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
recarregar,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
receba,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
recebe,4.0,49.0,12571.0,110488.0,0.00032,0.00044,0.71748,1.39377,53.0,123059.0,4.30688
recebemos,4.0,10.0,12571.0,110488.0,0.00032,9e-05,3.51565,0.28444,14.0,123059.0,1.13767
recebendo,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
receber,7.0,64.0,12571.0,110488.0,0.00056,0.00058,0.96131,1.04025,71.0,123059.0,5.76959
receberem,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
receberão,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
recebeu,1.0,24.0,12571.0,110488.0,8e-05,0.00022,0.36621,2.73065,25.0,123059.0,2.03155
recebi,2.0,22.0,12571.0,110488.0,0.00016,0.0002,0.79901,1.25155,24.0,123059.0,1.95028
recebida,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
recebo,2.0,8.0,12571.0,110488.0,0.00016,7e-05,2.19728,0.45511,10.0,123059.0,0.81262
receita,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
recente,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
recentemente,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
recepção,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
recife,1.0,18.0,12571.0,110488.0,8e-05,0.00016,0.48828,2.04799,19.0,123059.0,1.54397
reconhecido,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
reconstruir,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
recua,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
recuperar,1.0,28.0,12571.0,110488.0,8e-05,0.00025,0.3139,3.18576,29.0,123059.0,2.35659
recuperação,4.0,38.0,12571.0,110488.0,0.00032,0.00034,0.92517,1.08088,42.0,123059.0,3.413
recursos,1.0,87.0,12571.0,110488.0,8e-05,0.00079,0.10102,9.8986,88.0,123059.0,7.15104
recusa,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
redação,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
rede,10.0,87.0,12571.0,110488.0,0.0008,0.00079,1.01024,0.98986,97.0,123059.0,7.8824
redes,18.0,27.0,12571.0,110488.0,0.00143,0.00024,5.85941,0.17067,45.0,123059.0,3.65678
reeleita,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
reencontrar,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
reencontro,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
referendo,1.0,12.0,12571.0,110488.0,8e-05,0.00011,0.73243,1.36532,13.0,123059.0,1.0564
referência,1.0,17.0,12571.0,110488.0,8e-05,0.00015,0.51701,1.93421,18.0,123059.0,1.46271
reflete,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
reflexão,3.0,10.0,12571.0,110488.0,0.00024,9e-05,2.63674,0.37926,13.0,123059.0,1.0564
reflexões,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
reforma,24.0,276.0,12571.0,110488.0,0.00191,0.0025,0.76427,1.30844,300.0,123059.0,24.37855
reformas,3.0,58.0,12571.0,110488.0,0.00024,0.00052,0.45461,2.19969,61.0,123059.0,4.95697
refém,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
regime,2.0,14.0,12571.0,110488.0,0.00016,0.00013,1.25559,0.79644,16.0,123059.0,1.30019
registra,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
registrar,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
registro,2.0,9.0,12571.0,110488.0,0.00016,8e-05,1.95314,0.512,11.0,123059.0,0.89388
região,3.0,76.0,12571.0,110488.0,0.00024,0.00069,0.34694,2.88235,79.0,123059.0,6.41968
regiões,1.0,21.0,12571.0,110488.0,8e-05,0.00019,0.41853,2.38932,22.0,123059.0,1.78776
regra,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
reinventar,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
reis,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
reitor,1.0,12.0,12571.0,110488.0,8e-05,0.00011,0.73243,1.36532,13.0,123059.0,1.0564
relato,3.0,1.0,12571.0,110488.0,0.00024,1e-05,26.36735,0.03793,4.0,123059.0,0.32505
relação,7.0,45.0,12571.0,110488.0,0.00056,0.00041,1.3672,0.73142,52.0,123059.0,4.22562
religiosa,4.0,1.0,12571.0,110488.0,0.00032,1e-05,35.15647,0.02844,5.0,123059.0,0.40631
renato,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
renovação,1.0,38.0,12571.0,110488.0,8e-05,0.00034,0.23129,4.32353,39.0,123059.0,3.16921
repercussão,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
repete,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
repetir,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
repleto,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
representa,6.0,20.0,12571.0,110488.0,0.00048,0.00018,2.63674,0.37926,26.0,123059.0,2.11281
representado,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
representam,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
representando,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
representantes,1.0,25.0,12571.0,110488.0,8e-05,0.00023,0.35156,2.84443,26.0,123059.0,2.11281
representação,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
repórter,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
república,8.0,143.0,12571.0,110488.0,0.00064,0.00129,0.4917,2.03376,151.0,123059.0,12.27054
repúdio,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
requer,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
requisito,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
requião,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
resistem,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
resistindo,3.0,3.0,12571.0,110488.0,0.00024,3e-05,8.78912,0.11378,6.0,123059.0,0.48757
resistir,5.0,5.0,12571.0,110488.0,0.0004,5e-05,8.78912,0.11378,10.0,123059.0,0.81262
resistência,21.0,14.0,12571.0,110488.0,0.00167,0.00013,13.18368,0.07585,35.0,123059.0,2.84416
resolve,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
resolvem,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
resolver,4.0,45.0,12571.0,110488.0,0.00032,0.00041,0.78125,1.27999,49.0,123059.0,3.98183
resolverá,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
resolvidos,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
respeita,3.0,4.0,12571.0,110488.0,0.00024,4e-05,6.59184,0.1517,7.0,123059.0,0.56883
respeitado,2.0,30.0,12571.0,110488.0,0.00016,0.00027,0.58594,1.70666,32.0,123059.0,2.60038
respeitando,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
respeitar,1.0,21.0,12571.0,110488.0,8e-05,0.00019,0.41853,2.38932,22.0,123059.0,1.78776
respeitem,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
respeito,9.0,78.0,12571.0,110488.0,0.00072,0.00071,1.01413,0.98607,87.0,123059.0,7.06978
responda,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
responde,2.0,5.0,12571.0,110488.0,0.00016,5e-05,3.51565,0.28444,7.0,123059.0,0.56883
respondendo,1.0,13.0,12571.0,110488.0,8e-05,0.00012,0.67609,1.4791,14.0,123059.0,1.13767
responder,2.0,7.0,12571.0,110488.0,0.00016,6e-05,2.51118,0.39822,9.0,123059.0,0.73136
respondeu,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
respondo,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
responsáveis,1.0,16.0,12571.0,110488.0,8e-05,0.00014,0.54932,1.82043,17.0,123059.0,1.38145
responsável,2.0,22.0,12571.0,110488.0,0.00016,0.0002,0.79901,1.25155,24.0,123059.0,1.95028
resposta,3.0,19.0,12571.0,110488.0,0.00024,0.00017,1.38776,0.72059,22.0,123059.0,1.78776
respostas,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
resto,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
resultado,2.0,61.0,12571.0,110488.0,0.00016,0.00055,0.28817,3.4702,63.0,123059.0,5.1195
retirada,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
retiram,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
retirar,2.0,12.0,12571.0,110488.0,0.00016,0.00011,1.46485,0.68266,14.0,123059.0,1.13767
retirou,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
reto,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
retomada,3.0,22.0,12571.0,110488.0,0.00024,0.0002,1.19852,0.83437,25.0,123059.0,2.03155
retomar,3.0,11.0,12571.0,110488.0,0.00024,0.0001,2.39703,0.41718,14.0,123059.0,1.13767
retrocesso,3.0,4.0,12571.0,110488.0,0.00024,4e-05,6.59184,0.1517,7.0,123059.0,0.56883
retrocessos,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
retrospectiva,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
retrógrada,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
reunimos,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
reunir,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
reunião,3.0,61.0,12571.0,110488.0,0.00024,0.00055,0.43225,2.31347,64.0,123059.0,5.20076
rever,5.0,8.0,12571.0,110488.0,0.0004,7e-05,5.4932,0.18204,13.0,123059.0,1.0564
revista,3.0,47.0,12571.0,110488.0,0.00024,0.00043,0.56101,1.78251,50.0,123059.0,4.06309
revogar,2.0,10.0,12571.0,110488.0,0.00016,9e-05,1.75782,0.56889,12.0,123059.0,0.97514
revogatório,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
revogação,2.0,4.0,12571.0,110488.0,0.00016,4e-05,4.39456,0.22755,6.0,123059.0,0.48757
revoltante,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
revolução,2.0,9.0,12571.0,110488.0,0.00016,8e-05,1.95314,0.512,11.0,123059.0,0.89388
riachuelo,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
rico,2.0,24.0,12571.0,110488.0,0.00016,0.00022,0.73243,1.36532,26.0,123059.0,2.11281
ricos,1.0,24.0,12571.0,110488.0,8e-05,0.00022,0.36621,2.73065,25.0,123059.0,2.03155
rima,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
rindo,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
rins,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
riquezas,2.0,17.0,12571.0,110488.0,0.00016,0.00015,1.03401,0.96711,19.0,123059.0,1.54397
risco,1.0,22.0,12571.0,110488.0,8e-05,0.0002,0.39951,2.5031,23.0,123059.0,1.86902
rita,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
roberto,1.0,20.0,12571.0,110488.0,8e-05,0.00018,0.43946,2.27554,21.0,123059.0,1.7065
robôs,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
rocha,3.0,6.0,12571.0,110488.0,0.00024,5e-05,4.39456,0.22755,9.0,123059.0,0.73136
roda,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
rodrigues,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
rosto,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
roupa,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
rousseff,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
ruas,5.0,40.0,12571.0,110488.0,0.0004,0.00036,1.09864,0.91022,45.0,123059.0,3.65678
ruins,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
rumos,1.0,7.0,12571.0,110488.0,8e-05,6e-05,1.25559,0.79644,8.0,123059.0,0.65009
rurais,2.0,10.0,12571.0,110488.0,0.00016,9e-05,1.75782,0.56889,12.0,123059.0,0.97514
rádio,4.0,77.0,12571.0,110488.0,0.00032,0.0007,0.45658,2.19021,81.0,123059.0,6.58221
rádios,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
rápida,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
rápido,5.0,12.0,12571.0,110488.0,0.0004,0.00011,3.66213,0.27306,17.0,123059.0,1.38145
sabe,5.0,65.0,12571.0,110488.0,0.0004,0.00059,0.67609,1.4791,70.0,123059.0,5.68833
sabem,9.0,66.0,12571.0,110488.0,0.00072,0.0006,1.19852,0.83437,75.0,123059.0,6.09464
sabemos,1.0,24.0,12571.0,110488.0,8e-05,0.00022,0.36621,2.73065,25.0,123059.0,2.03155
sabendo,4.0,6.0,12571.0,110488.0,0.00032,5e-05,5.85941,0.17067,10.0,123059.0,0.81262
saber,14.0,58.0,12571.0,110488.0,0.00111,0.00052,2.12151,0.47136,72.0,123059.0,5.85085
sabia,3.0,18.0,12571.0,110488.0,0.00024,0.00016,1.46485,0.68266,21.0,123059.0,1.7065
sabiam,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
sacrificar,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
saem,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
sair,6.0,23.0,12571.0,110488.0,0.00048,0.00021,2.29281,0.43615,29.0,123059.0,2.35659
sairmos,2.0,2.0,12571.0,110488.0,0.00016,2e-05,8.78912,0.11378,4.0,123059.0,0.32505
sairá,4.0,4.0,12571.0,110488.0,0.00032,4e-05,8.78912,0.11378,8.0,123059.0,0.65009
saiu,3.0,16.0,12571.0,110488.0,0.00024,0.00014,1.64796,0.60681,19.0,123059.0,1.54397
sala,4.0,2.0,12571.0,110488.0,0.00032,2e-05,17.57824,0.05689,6.0,123059.0,0.48757
salarial,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
salva,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
salvador,8.0,32.0,12571.0,110488.0,0.00064,0.00029,2.19728,0.45511,40.0,123059.0,3.25047
salvador/ba,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
salve,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
salário,2.0,59.0,12571.0,110488.0,0.00016,0.00053,0.29794,3.35642,61.0,123059.0,4.95697
salários,4.0,22.0,12571.0,110488.0,0.00032,0.0002,1.59802,0.62577,26.0,123059.0,2.11281
samba,1.0,5.0,12571.0,110488.0,8e-05,5e-05,1.75782,0.56889,6.0,123059.0,0.48757
saneamento,1.0,30.0,12571.0,110488.0,8e-05,0.00027,0.29297,3.41331,31.0,123059.0,2.51912
sangrando,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
sangue,1.0,10.0,12571.0,110488.0,8e-05,9e-05,0.87891,1.13777,11.0,123059.0,0.89388
santa,3.0,61.0,12571.0,110488.0,0.00024,0.00055,0.43225,2.31347,64.0,123059.0,5.20076
santana,1.0,11.0,12571.0,110488.0,8e-05,0.0001,0.79901,1.25155,12.0,123059.0,0.97514
santos,4.0,30.0,12571.0,110488.0,0.00032,0.00027,1.17188,0.85333,34.0,123059.0,2.7629
sartori,12.0,1.0,12571.0,110488.0,0.00095,1e-05,105.46941,0.00948,13.0,123059.0,1.0564
saudade,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
saudades,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
saudável,1.0,9.0,12571.0,110488.0,8e-05,8e-05,0.97657,1.02399,10.0,123059.0,0.81262
saída,7.0,10.0,12571.0,110488.0,0.00056,9e-05,6.15238,0.16254,17.0,123059.0,1.38145
saídas,22.0,5.0,12571.0,110488.0,0.00175,5e-05,38.67212,0.02586,27.0,123059.0,2.19407
saímos,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
saúde,6.0,138.0,12571.0,110488.0,0.00048,0.00125,0.38214,2.61687,144.0,123059.0,11.7017
sebastião,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
secretaria,2.0,16.0,12571.0,110488.0,0.00016,0.00014,1.09864,0.91022,18.0,123059.0,1.46271
secretário,1.0,8.0,12571.0,110488.0,8e-05,7e-05,1.09864,0.91022,9.0,123059.0,0.73136
sede,1.0,18.0,12571.0,110488.0,8e-05,0.00016,0.48828,2.04799,19.0,123059.0,1.54397
segregação,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
segue,10.0,29.0,12571.0,110488.0,0.0008,0.00026,3.03073,0.32995,39.0,123059.0,3.16921
seguem,3.0,2.0,12571.0,110488.0,0.00024,2e-05,13.18368,0.07585,5.0,123059.0,0.40631
seguimos,3.0,18.0,12571.0,110488.0,0.00024,0.00016,1.46485,0.68266,21.0,123059.0,1.7065
seguir,7.0,31.0,12571.0,110488.0,0.00056,0.00028,1.98464,0.50387,38.0,123059.0,3.08795
seguiremos,3.0,2.0,12571.0,110488.0,0.00024,2e-05,13.18368,0.07585,5.0,123059.0,0.40631
segunda,1.0,83.0,12571.0,110488.0,8e-05,0.00075,0.10589,9.4435,84.0,123059.0,6.82599
segunda-feira,5.0,26.0,12571.0,110488.0,0.0004,0.00024,1.69021,0.59164,31.0,123059.0,2.51912
segundo,5.0,56.0,12571.0,110488.0,0.0004,0.00051,0.78474,1.2743,61.0,123059.0,4.95697
segura,3.0,5.0,12571.0,110488.0,0.00024,5e-05,5.27347,0.18963,8.0,123059.0,0.65009
segurança,14.0,266.0,12571.0,110488.0,0.00111,0.00241,0.46259,2.16176,280.0,123059.0,22.75331
segurar,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
seguro,1.0,23.0,12571.0,110488.0,8e-05,0.00021,0.38214,2.61687,24.0,123059.0,1.95028
sem-teto,2.0,6.0,12571.0,110488.0,0.00016,5e-05,2.92971,0.34133,8.0,123059.0,0.65009
semana,9.0,110.0,12571.0,110488.0,0.00072,0.001,0.71911,1.39061,119.0,123059.0,9.67016
semanas,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
seminário,9.0,16.0,12571.0,110488.0,0.00072,0.00014,4.94388,0.20227,25.0,123059.0,2.03155
seminários,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
sempre,14.0,236.0,12571.0,110488.0,0.00111,0.00214,0.52139,1.91796,250.0,123059.0,20.31546
senador,1.0,305.0,12571.0,110488.0,8e-05,0.00276,0.02882,34.702,306.0,123059.0,24.86612
senadora,2.0,8.0,12571.0,110488.0,0.00016,7e-05,2.19728,0.45511,10.0,123059.0,0.81262
sendo,14.0,100.0,12571.0,110488.0,0.00111,0.00091,1.23048,0.81269,114.0,123059.0,9.26385
senhor,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
senhora,2.0,13.0,12571.0,110488.0,0.00016,0.00012,1.35217,0.73955,15.0,123059.0,1.21893
sensacional,2.0,3.0,12571.0,110488.0,0.00016,3e-05,5.85941,0.17067,5.0,123059.0,0.40631
sensação,1.0,3.0,12571.0,110488.0,8e-05,3e-05,2.92971,0.34133,4.0,123059.0,0.32505
sensibilidade,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
sensível,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
senti,2.0,1.0,12571.0,110488.0,0.00016,1e-05,17.57824,0.05689,3.0,123059.0,0.24379
sentido,3.0,26.0,12571.0,110488.0,0.00024,0.00024,1.01413,0.98607,29.0,123059.0,2.35659
sentimentos,1.0,19.0,12571.0,110488.0,8e-05,0.00017,0.46259,2.16176,20.0,123059.0,1.62524
sentimos,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
sentir,2.0,12.0,12571.0,110488.0,0.00016,0.00011,1.46485,0.68266,14.0,123059.0,1.13767
senão,1.0,4.0,12571.0,110488.0,8e-05,4e-05,2.19728,0.45511,5.0,123059.0,0.40631
separação,1.0,2.0,12571.0,110488.0,8e-05,2e-05,4.39456,0.22755,3.0,123059.0,0.24379
sequer,1.0,16.0,12571.0,110488.0,8e-05,0.00014,0.54932,1.82043,17.0,123059.0,1.38145
serem,4.0,13.0,12571.0,110488.0,0.00032,0.00012,2.70434,0.36978,17.0,123059.0,1.38145
sermos,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
serrano,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
sertão,1.0,1.0,12571.0,110488.0,8e-05,1e-05,8.78912,0.11378,2.0,123059.0,0.16252
serve,1.0,6.0,12571.0,110488.0,8e-05,5e-05,1.46485,0.68266,7.0,123059.0,0.56883
