word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all,candidate
afirmar,1.0,8.0,11703.0,167850.0,0.85448,0.47662,1.79281,0.55778,9.0,179553.0,0.50124,MichelTemer
afirmação,1.0,5.0,11703.0,167850.0,0.85448,0.29789,2.8685,0.34861,6.0,179553.0,0.33416,MichelTemer
afligem,1.0,1.0,11703.0,167850.0,0.85448,0.05958,14.34248,0.06972,2.0,179553.0,0.11139,MichelTemer
africano,2.0,2.0,11703.0,167850.0,1.70896,0.11915,14.34248,0.06972,4.0,179553.0,0.22278,MichelTemer
agenda,17.0,55.0,11703.0,167850.0,14.52619,3.27674,4.43313,0.22557,72.0,179553.0,4.00996,MichelTemer
agendas,1.0,4.0,11703.0,167850.0,0.85448,0.23831,3.58562,0.27889,5.0,179553.0,0.27847,MichelTemer
agentes,1.0,12.0,11703.0,167850.0,0.85448,0.71492,1.19521,0.83668,13.0,179553.0,0.72402,MichelTemer
agimos,1.0,1.0,11703.0,167850.0,0.85448,0.05958,14.34248,0.06972,2.0,179553.0,0.11139,MichelTemer
agora,62.0,506.0,11703.0,167850.0,52.97787,30.14596,1.75738,0.56903,568.0,179553.0,31.63411,MichelTemer
agradecimentos,1.0,1.0,11703.0,167850.0,0.85448,0.05958,14.34248,0.06972,2.0,179553.0,0.11139,MichelTemer
agradeço,10.0,88.0,11703.0,167850.0,8.54482,5.24278,1.62983,0.61356,98.0,179553.0,5.458,MichelTemer
agressão,1.0,4.0,11703.0,167850.0,0.85448,0.23831,3.58562,0.27889,5.0,179553.0,0.27847,MichelTemer
agricultores,1.0,15.0,11703.0,167850.0,0.85448,0.89366,0.95617,1.04584,16.0,179553.0,0.8911,MichelTemer
agricultura,8.0,37.0,11703.0,167850.0,6.83585,2.20435,3.10108,0.32247,45.0,179553.0,2.50622,MichelTemer
agro,3.0,1.0,11703.0,167850.0,2.56345,0.05958,43.02743,0.02324,4.0,179553.0,0.22278,MichelTemer
agronegócio,3.0,23.0,11703.0,167850.0,2.56345,1.37027,1.87076,0.53454,26.0,179553.0,1.44804,MichelTemer
agronomia,1.0,1.0,11703.0,167850.0,0.85448,0.05958,14.34248,0.06972,2.0,179553.0,0.11139,MichelTemer
agropecuária,4.0,10.0,11703.0,167850.0,3.41793,0.59577,5.73699,0.17431,14.0,179553.0,0.77971,MichelTemer
agrária,1.0,11.0,11703.0,167850.0,0.85448,0.65535,1.30386,0.76695,12.0,179553.0,0.66833,MichelTemer
agrícola,4.0,3.0,11703.0,167850.0,3.41793,0.17873,19.1233,0.05229,7.0,179553.0,0.38986,MichelTemer
agrícolas,1.0,4.0,11703.0,167850.0,0.85448,0.23831,3.58562,0.27889,5.0,179553.0,0.27847,MichelTemer
aguiar,3.0,8.0,11703.0,167850.0,2.56345,0.47662,5.37843,0.18593,11.0,179553.0,0.61263,MichelTemer
ai,151.0,9.0,11703.0,167850.0,129.02675,0.53619,240.63488,0.00416,160.0,179553.0,8.91102,MichelTemer
ainda,28.0,349.0,11703.0,167850.0,23.92549,20.79237,1.15069,0.86905,377.0,179553.0,20.99659,MichelTemer
aires,2.0,7.0,11703.0,167850.0,1.70896,0.41704,4.09785,0.24403,9.0,179553.0,0.50124,MichelTemer
ajuda,2.0,33.0,11703.0,167850.0,1.70896,1.96604,0.86924,1.15043,35.0,179553.0,1.94929,MichelTemer
ajudam,1.0,7.0,11703.0,167850.0,0.85448,0.41704,2.04893,0.48806,8.0,179553.0,0.44555,MichelTemer
ajudando,1.0,12.0,11703.0,167850.0,0.85448,0.71492,1.19521,0.83668,13.0,179553.0,0.72402,MichelTemer
ajudar,5.0,50.0,11703.0,167850.0,4.27241,2.97885,1.43425,0.69723,55.0,179553.0,3.06316,MichelTemer
