word,__sum_candidate,__sum_others,__total_candidate,__total_others,__ratio_candidate,__ratio_others,more_likely_candidate,more_likely_others,__sum_all,__total_all,__ratio_all,candidate
acompanhe,33.0,156.0,19750.0,159803.0,16.70886,9.76202,1.71162,0.58424,189.0,179553.0,10.52614,ManuelaDavila
acompanhem,22.0,14.0,19750.0,159803.0,11.13924,0.87608,12.71489,0.07865,36.0,179553.0,2.00498,ManuelaDavila
acontece,9.0,23.0,19750.0,159803.0,4.55696,1.43927,3.16616,0.31584,32.0,179553.0,1.7822,ManuelaDavila
acontecendo,3.0,27.0,19750.0,159803.0,1.51899,1.68958,0.89903,1.11231,30.0,179553.0,1.67082,ManuelaDavila
acontecerá,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
aconteceu,3.0,30.0,19750.0,159803.0,1.51899,1.87731,0.80913,1.2359,33.0,179553.0,1.8379,ManuelaDavila
acontecimentos,2.0,2.0,19750.0,159803.0,1.01266,0.12515,8.09129,0.12359,4.0,179553.0,0.22278,ManuelaDavila
acorda,1.0,3.0,19750.0,159803.0,0.50633,0.18773,2.6971,0.37077,4.0,179553.0,0.22278,ManuelaDavila
acordar,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
acordo,2.0,60.0,19750.0,159803.0,1.01266,3.75462,0.26971,3.70769,62.0,179553.0,3.45302,ManuelaDavila
acredita,1.0,25.0,19750.0,159803.0,0.50633,1.56443,0.32365,3.08974,26.0,179553.0,1.44804,ManuelaDavila
acreditam,4.0,13.0,19750.0,159803.0,2.02532,0.8135,2.48963,0.40167,17.0,179553.0,0.9468,ManuelaDavila
acreditamos,4.0,16.0,19750.0,159803.0,2.02532,1.00123,2.02282,0.49436,20.0,179553.0,1.11388,ManuelaDavila
acreditava,1.0,4.0,19750.0,159803.0,0.50633,0.25031,2.02282,0.49436,5.0,179553.0,0.27847,ManuelaDavila
acredite,1.0,2.0,19750.0,159803.0,0.50633,0.12515,4.04565,0.24718,3.0,179553.0,0.16708,ManuelaDavila
acredito,9.0,62.0,19750.0,159803.0,4.55696,3.87978,1.17454,0.8514,71.0,179553.0,3.95426,ManuelaDavila
acusados,1.0,1.0,19750.0,159803.0,0.50633,0.06258,8.09129,0.12359,2.0,179553.0,0.11139,ManuelaDavila
acusação,1.0,11.0,19750.0,159803.0,0.50633,0.68835,0.73557,1.35949,12.0,179553.0,0.66833,ManuelaDavila
acusações,1.0,14.0,19750.0,159803.0,0.50633,0.87608,0.57795,1.73026,15.0,179553.0,0.83541,ManuelaDavila
